LG;MT;NEM;PROM;ICA;PTJEPOND;REM;PTEST;NP1AL;NP2AL;NP3AL;NP1CAL;NP2CAL;NP3CAL;NFAL;NFCAL;PROM.MAT;PlanEstudio;UA
560;622;645;4,208333333;540;616;650;0,42;3,2;2,4;3,9;3,5;4,3;2,5;3,5;3,4;3,5;IND;V
646;719;552;5,2;760;673;552;0,84;6,8;6,8;5,2;4,2;4,9;4,2;6,3;4,5;5,4;IND;S
;;;3,554545455;447,3;;;0,14;1,3;3,7;3;3,2;1,9;1,9;2,4;2,5;2,5;COM;S
669;691;719;5,527272727;790;694;775;0,78;6,1;5,9;6,8;5,5;4,3;5,5;6,2;5,4;5,8;COM;S
616;704;468;5,009090909;740;642;468;0,64;5,7;7;2,9;5,5;3,3;5,1;4,8;5,1;5;COM;V
568;697;682;3,845454545;510,9;669;693;0,82;4,8;3,9;4,6;4,6;2,3;1,6;4;3,1;3,6;COM;S
;;;5,741666667;810;;;0,76;5,8;6;4,8;5,3;6;4,6;5,8;5,5;5,7;IND;S
607;685;505;3,975;540;635;505;0,5;3,4;3,5;2,3;4,2;4,9;4;3,5;4;3,8;IND;V
;;;4,627272727;700;642;;0,64;5,6;5,8;2,3;4,3;5,2;4;4,2;4,1;4,2;COM;S
591;679;631;5,036363636;740;658;637;0,68;4,7;4,6;4,6;5;4,3;4;4,7;4,8;4,8;COM;S
681;704;523;6,118181818;850;658;555;0,84;;;;6;5,6;6,8;;6,3;6,3;COM;S
;;;1,918181818;190;;;0,16;1,2;2,1;1,8;1,8;1,9;;1,9;1,5;1,7;COM;S
636;668;653;4,618181818;700;661;653;0,46;5,1;3,7;4,9;5,8;4,1;2,9;4,8;4;4,4;COM;S
681;697;560;4,409090909;614,5;665;560;0,74;4,1;4,7;3,1;5,6;2;3,1;4;3,5;3,8;COM;S
639;644;680;5,225;690;652;709;0,7;5;5,6;3,9;5,5;4,7;5,6;5,4;5,5;5,5;IND;S
531;691;599;4,583333333;700;646;608;0,8;2,7;4,7;3,4;3,6;4,1;2,1;4;4,2;4,1;IND;S
729;691;732;5,3;770;704;773;0,72;4;5;5,4;4,3;5,9;4,8;5,1;4,7;4,9;IND;S
626;658;672;5,291666667;770;658;688;0,68;5,1;4,5;5,6;5,2;5,2;3,2;5,6;4,1;4,9;IND;S
616;626;692;4,183333333;600;643;728;0,64;4,5;4,4;1,4;3,5;4,2;3,2;4;2,8;3,4;IND;V
574;653;622;5,154545455;760;630;636;0,74;5,9;5,9;5;5,8;3,8;4,3;5,8;4,9;5,4;COM;V
657;668;571;4,366666667;640;641;571;0,6;3,2;6,2;3,5;3;4,4;2,6;4,2;4;4,1;IND;S
710;648;665;5,218181818;760;656;671;0,68;4,1;4,2;6,3;4,6;3,3;5;5,2;4,8;5;COM;S
591;775;684;5,975;840;735;714;0,88;6,7;6,7;6,8;6,3;5,3;5,4;6,7;5,8;6,3;IND;V
;;;5,566666667;756,4;;;0,58;5,3;5,4;5,5;;;;5,5;;5,5;IND;V
669;719;698;4,036363636;574,5;711;747;0,86;6,4;5,7;3,8;5;1,7;2,4;4,2;2,8;3,5;COM;S
657;663;614;4,818181818;720;650;615;0,34;2,8;5,3;5,3;4,4;5,3;3,6;5;4,8;4,9;COM;V
636;756;577;4,190909091;550,9;696;577;0,72;5;3,8;1,9;4,3;3,3;3,8;3;3,5;3,3;COM;S
657;756;599;5,125;750;712;606;0,8;5,8;5,9;4,2;5,5;5,4;3,9;5,4;4,9;5,2;IND;S
568;691;554;3,763636364;467,3;639;554;0,62;4;1,7;2,5;3,6;4;2,6;3,7;3;3,4;COM;S
613;719;589;2,5;290;677;589;0,66;3,3;3,4;;3,6;;;2,3;1,5;1,9;IND;S
607;663;626;4,463636364;624,5;653;626;0,6;5,4;6,4;2,9;4,9;4,3;2,9;4,3;3,7;4;COM;S
626;712;692;4,745454545;710;697;700;0,84;5,6;4,6;5,1;6;4,5;3,9;4,8;4,6;4,7;COM;S
646;653;601;4,736363636;710;641;601;0,5;5,6;4,4;5,1;4,8;4,2;2,9;4,9;4,5;4,7;COM;V
646;737;599;5,508333333;790;686;608;0,76;3,3;6,4;5,4;4,6;5;3,5;5,3;4,6;5;IND;V
646;756;633;5,472727273;790;716;643;0,88;6,6;7;4,5;6,1;5,1;5,2;6,2;5,4;5,8;COM;S
657;685;591;3,941666667;470;660;591;0,72;2,8;3,1;4,2;2,5;2,5;2,7;3,7;2,4;3,1;IND;S
589;675;723;2,963636364;387,3;672;756;0,76;4,3;2,7;3,1;;;;4;;4;COM;S
681;673;608;5,118181818;750;663;608;0,68;4,2;3,8;5,2;6,6;5,7;4,4;4,8;5,3;5,1;COM;S
626;704;569;4,127272727;606,4;667;569;0,76;5,8;3,8;4,5;4,1;5;3,5;4,4;4,2;4,3;COM;S
636;653;589;4,236363636;594,5;641;591;0,52;4,1;5,6;4,2;4,2;3,8;3,1;4,5;3,6;4,1;COM;V
560;679;695;4,809090909;654,5;696;850;0,76;6;5,2;4;5,1;4,4;3,3;4,9;3,7;4,3;COM;S
;;;5,3;770;709;;0,86;6;6,8;5,7;6,9;5,3;5,5;6;5,9;6;COM;S
755;756;744;5,108333333;750;755;830;0,82;4,7;5,9;6;5,4;5,1;2,9;5,3;5;5,2;IND;S
626;719;649;4,3;670;693;649;0,76;5,2;3,3;2,8;4,3;4,5;3,6;4,1;4,1;4,1;COM;S
616;697;645;4,836363636;720;672;657;0,7;4,9;5,4;5,1;3,6;5,3;3,5;5;4;4,5;COM;S
525;639;569;5,125;750;614;569;0,58;3,7;4,9;4,2;3,4;5,1;4,4;4,3;4,4;4,4;IND;V
;;;4,872727273;730;640;;0,56;5,5;3,6;3,8;4,3;4,3;4,8;4,7;4,4;4,6;COM;S
;;;5,309090909;770;651;;0,58;6,3;5,2;4,4;4,6;5,4;4,5;5,7;4,4;5,1;COM;S
;;;4,663636364;600,9;622;;0,3;2,2;5,7;2,8;2,6;4,3;3,6;3,7;3,9;3,8;COM;S
646;719;672;5,154545455;760;704;695;0,76;5,3;3,9;3,3;5,3;4,3;4,9;5,1;4,5;4,8;COM;S
729;679;612;3,808333333;520;666;627;0,74;4,5;2,8;2,4;4,2;4,2;2,3;4,1;3,2;3,7;IND;S
770;673;637;4,472727273;646,4;678;649;0,6;5,9;3,7;3,1;4,3;2,5;3,9;3,5;4;3,8;COM;S
546;697;548;4,441666667;650;640;562;0,72;5,5;4,3;3,7;5,4;4,8;3,4;4,4;4,1;4,3;IND;S
568;609;579;4,436363636;614,5;613;579;0,38;2,8;4,7;4;4,8;3,9;3,9;4;3,8;3,9;COM;V
591;712;647;4,536363636;690;677;649;0,74;4,4;4,4;4,4;5,9;4,7;4,6;4,3;4,5;4,4;COM;S
729;712;631;5;740;697;634;0,86;5;5,1;5,3;6,1;6,5;3,4;4,5;4,6;4,6;COM;S
636;691;614;4,909090909;730;668;614;0,66;5,1;4,3;4,8;4,9;4;4,3;4,2;5,2;4,7;COM;S
616;622;655;5,127272727;750;628;659;0,46;5,4;5,7;5,2;6,2;6,1;5,7;5,5;5,8;5,7;COM;V
;;;4,872727273;730;646;;0,58;5;6,6;6,7;4,1;;4;6;4,2;5,1;COM;S
694;668;639;5,172727273;760;674;648;0,76;5,8;5,8;4,7;4,9;4,5;4,3;5,2;4,9;5,1;COM;S
646;712;715;6,1;850;703;758;0,84;6,9;7;6,8;5,9;5,3;6,9;7;6,1;6,6;COM;S
616;691;564;4,409090909;680;656;564;0,68;4;3,6;3,7;5,3;3,9;3,3;4;4,1;4,1;COM;S
646;756;762;6,233333333;860;739;804;0,88;6,7;6,5;6,4;6,2;6;5,9;6,4;6;6,2;IND;V
568;704;692;5,690909091;810;685;726;0,88;4,8;7;6,9;5,8;5,5;3,9;6,3;5,2;5,8;COM;S
;;;5;740;678;;0,54;2,6;6,6;4,6;5,4;5,4;4,6;4,7;5;4,9;COM;S
661;659;665;4,241666667;620;663;665;0,52;2,3;5;4,2;3;6,1;3,9;5,1;4;4,6;IND;S
598;639;558;4,945454545;730;618;558;0,68;5,2;5,1;3,7;6,4;5,4;5,2;4,4;5,2;4,8;COM;V
598;728;599;5,3;770;679;599;0,74;5,2;6,3;5;6,4;6;4,8;5,8;5,9;5,9;COM;S
525;697;593;4,772727273;720;642;593;;5,4;7;5,5;4,3;4,2;4,4;6,1;4,3;5,2;COM;S
;;;3,590909091;534,5;;;0,38;3,1;4,1;4,6;3,8;2,2;2,3;4;2,3;3,2;COM;V
574;719;651;5,445454545;780;679;673;0,62;4,9;6,9;5,8;6,3;5,3;4,8;6,2;4,9;5,6;COM;S
607;658;688;5,109090909;750;661;708;0,32;5,4;4,7;5,2;5,6;4,3;2,4;5;4,6;4,8;COM;S
657;756;684;5,5;790;729;693;0,86;4,7;4,4;2,9;4,7;5,9;4,8;4,5;4,7;4,6;IND;S
;;;4,675;650;;;0,12;2,8;2,7;2,8;3,4;5,3;4,1;3,2;4,1;3,7;IND;S
636;737;579;4,681818182;710;682;579;0,66;5,6;5;6;3,3;3,8;5,1;4,9;4,1;4,5;COM;S
539;668;626;4,516666667;690;645;645;0,74;4,3;5;2,9;3,1;4;3,7;4;4;4;IND;S
755;704;785;6,336363636;870;722;833;0,78;6,2;7;6,8;6,8;6,4;5,8;6,8;6,5;6,7;COM;V
531;622;698;4,775;720;633;;0,46;4;4,7;4,8;3,8;5,4;4,8;4,3;4,4;4,4;IND;S
591;573;690;4,508333333;630;603;;0,38;3,3;3,1;2,9;3,6;4,3;2,2;3,1;4;3,6;IND;S
657;658;643;4,427272727;570,9;658;643;0,5;3,5;2,6;3,6;3,2;3,3;2,4;3,7;3,1;3,4;COM;S
492;775;573;4,618181818;700;690;573;0,76;4,4;4,9;3;5,6;3,7;4,8;4,4;4,2;4,3;COM;S
582;727;698;5,191666667;760;711;719;0,88;5,3;4,7;2,8;5;5,9;4;4,4;5,1;4,8;IND;S
755;685;647;4,383333333;640;693;659;0,64;4,7;5,2;3,5;5,2;5;3,3;4,7;4,5;4,6;IND;S
552;704;680;5,072727273;750;676;684;0,76;5,1;5,4;4,7;4,8;5,2;5,1;5,3;4,8;5,1;COM;S
568;663;663;4,875;730;653;714;0,68;4,3;5,5;5,9;3,8;3,9;2,7;4,9;4,4;4,7;IND;S
546;685;637;5,991666667;840;661;637;0,8;5,3;6,3;5,6;4,1;6;5,1;5,8;6,1;6;IND;V
589;675;476;4,027272727;530,9;623;476;0,44;4,6;5;3,1;5,9;2,8;2,2;4;3,3;3,7;COM;S
770;668;779;5,909090909;830;713;829;0,84;6;6,1;6;5,5;5,5;5,6;6,3;5,4;5,9;COM;V
607;668;682;5,336363636;770;660;707;0,82;6,1;5,9;4,7;5,3;5,3;5;5,8;5,1;5,5;COM;S
607;691;626;4,809090909;720;662;626;0,76;4,2;6,1;4,5;4,8;3,2;4,3;4,6;4,1;4,4;COM;S
636;704;700;5,909090909;830;696;738;0,88;6;5,7;6,1;6,8;6,3;3,9;6,1;6;6,1;COM;S
626;673;752;4,845454545;720;685;800;0,72;5,7;4,1;5;4,1;3,5;4,1;4,8;4,1;4,5;COM;S
694;653;694;6,272727273;870;665;710;0,76;7;7;7;6,1;6,3;5,8;7;6;6,5;COM;S
582;653;593;4,654545455;710;632;593;0,78;6;6,1;4,5;5,1;5,5;4,1;5;4,6;4,8;COM;V
546;614;696;3,566666667;440;625;748;0,14;2,7;1,2;1,8;4,2;4,2;1,4;2,6;2,8;2,7;IND;V
591;663;756;5,325;770;680;830;0,56;5,7;4,7;4,2;5,2;4,8;2,7;4,8;4,1;4,5;IND;V
;;;3,936363636;520,9;;;0,26;3,8;3,2;2,9;4,1;1,8;2,4;4;2,5;3,3;COM;S
582;679;599;4,658333333;710;645;606;0,64;6;6;4,2;4,9;5,2;3,9;4,8;4,3;4,6;IND;V
626;697;661;4,791666667;660;678;666;0,52;5,2;3,8;5,8;4;4,2;2,8;4,4;3,5;4;IND;V
657;673;770;4,525;630;696;821;0,46;2,8;3,4;2,9;3,3;3,1;3,7;3,1;4;3,6;IND;S
755;658;732;5,181818182;760;690;771;0,64;5,1;5,2;4,7;6,4;3,4;3,5;4,8;4,2;4,5;COM;S
607;704;704;4,933333333;730;689;728;0,76;4,2;5,4;5,2;3,3;4,2;3,1;5,4;4,2;4,8;IND;S
;;;4,925;730;707;;0,78;3,8;4,7;3,8;6;5,1;4;4,4;5,3;4,9;IND;S
681;728;661;5,441666667;780;707;677;0,76;4,6;4,4;4,3;4,6;4,6;4,3;4,6;4,7;4,7;IND;V
531;644;637;5,38;740;627;639;0,68;4,8;6,2;5,7;5,4;4,9;3,5;5,4;5;5,2;IND;V
770;719;639;4,809090909;720;708;647;0,84;4,5;6;3,3;5;3,9;3,3;4,2;4,1;4,2;COM;S
518;691;595;4,508333333;690;650;595;0,82;3,8;4,2;3,7;3,8;4,7;4,5;4,1;4,6;4,4;IND;S
616;719;651;4,391666667;680;692;671;0,84;2,3;4;4;4,1;5,5;2,8;4,3;4;4,2;IND;S
657;635;560;4,191666667;540;619;560;0,52;3;2;3,4;2,1;3,5;2,6;3,1;2,8;3;IND;V
606;817;554;5,409090909;780;725;554;0,78;;;;5,3;5,6;4,1;;5,3;5,3;COM;S
531;691;676;5,681818182;810;666;705;0,66;5,6;4,3;7;6,6;5,4;5,8;6;5,9;6;COM;S
518;644;645;4,381818182;680;623;649;0,66;4,5;6,3;2,5;3,9;4;4,1;4,7;4;4,4;COM;V
598;697;552;4,058333333;570;653;570;0,76;4,1;4,8;2,5;4,6;4,2;2,4;4,5;4;4,3;IND;S
598;756;526;5,541666667;790;686;526;0,96;4,5;6,5;5,8;5,1;5,6;4,3;5,9;5,4;5,7;IND;S
;;;5,966666667;840;734;;0,84;5,8;6,6;6,1;6,4;5,9;5,4;6;5,6;5,8;IND;V
;;;4,509090909;646,4;644;;0,62;5,6;3,7;2,2;4,9;4,1;3,2;3,7;4;3,9;COM;S
646;691;653;6,158333333;850;681;668;0,86;5,8;7;6,4;6,5;5,8;5,2;6,3;6;6,2;IND;S
568;712;649;5,045454545;740;677;660;0,64;5,9;6;5,8;6,4;5;3,4;5,8;4,5;5,2;COM;S
694;644;605;4,436363636;636,4;641;607;0,4;4,2;5,1;5,1;3,6;5,3;4,3;4,8;4;4,4;COM;V
657;648;492;4,272727273;626,4;615;492;0,6;4,2;5,1;4,4;4,5;4;3,6;4,6;4;4,3;COM;S
505;644;653;5;740;630;672;0,52;5;4,2;4,8;4,5;4,8;3,8;5,1;4,5;4,8;IND;V
616;704;713;5,74;770;696;736;0,86;6,3;6,8;4,7;5,4;5;4,9;6,2;5,8;6;IND;V
525;691;694;5,1;750;677;729;0,74;4,1;6,6;6,1;5;4,9;4,6;5,1;4,9;5;COM;S
;;;4,790909091;720;;;0,76;5;6,6;4,7;;;;5,3;;5,3;COM;S
646;737;587;4,55;640;688;606;0,7;5,1;5,5;4,1;2,8;5,2;4,6;4,5;3,7;4,1;IND;S
636;679;629;5,036363636;740;660;629;0,66;5,6;4,9;6;4,4;5,3;4,1;5,1;4,6;4,9;COM;V
591;609;599;4,408333333;560;610;600;0,56;3,8;3,6;4,4;2,3;3,6;2,8;3,7;3,2;3,5;IND;V
591;668;715;5,616666667;800;667;760;0,68;5;5,4;6,4;5,7;5,3;5,2;5,8;5,2;5,5;IND;V
694;719;667;5,127272727;750;711;667;0,76;5,2;5,2;3,8;5;4,3;5,3;4,6;5;4,8;COM;S
669;728;631;4,681818182;710;697;631;0,86;5,2;5,6;3;6,1;4,3;4,3;5;4,1;4,6;COM;S
636;697;575;5,4;780;663;575;0,82;4,7;6,4;3,6;4,8;5,3;5,3;5,7;5,2;5,5;COM;S
681;712;633;5,254545455;770;697;633;0,9;5,7;6,4;4,9;6;5;4,6;5,1;4,6;4,9;COM;S
710;668;694;4,890909091;730;683;718;0,82;5,3;5;2,6;3,6;3,4;4,3;4;4;4;COM;S
646;679;659;4,672727273;644,5;667;669;0,62;4,2;4,1;3;5;4,6;2,4;4,1;3,8;4;COM;S
616;685;541;3,158333333;440;651;599;0,86;3;1,4;;3;3,1;1,4;1,5;2;1,8;IND;S
546;712;597;4,366666667;640;665;603;0,82;2,5;5,6;4,5;5,9;5,4;2,6;4,4;4,4;4,4;IND;S
;;;3,963636364;530,9;;;0,46;4;2,1;2,8;3,4;2,6;1,7;3,2;2,6;2,9;COM;V
636;658;624;5,216666667;760;646;671;0,44;5,3;5,9;5;4,8;5;4,1;5,2;4,8;5;IND;V
616;658;591;3,308333333;410;645;591;0,52;3,2;3,3;2;2;3,7;1,9;2,9;2,2;2,6;IND;S
636;728;626;4,736363636;710;699;631;0,7;5,3;5,6;4;4,3;4,5;5;4,3;4,1;4,2;COM;S
681;719;670;5,641666667;800;706;693;0,82;5,7;6,4;5,7;3,7;5,7;3,6;5,3;5;5,2;IND;V
;;;4,618181818;700;;;0,62;4,3;5,4;4,4;3,8;3,3;4,9;4,3;4;4,2;COM;S
598;704;601;4,963636364;740;659;601;0,74;4,8;5,3;5,5;4,6;4,6;3,5;4,9;4,8;4,9;COM;S
512;728;629;4,5;690;679;629;0,88;5,2;4,2;4,2;4,5;4,5;3,3;4,6;4;4,3;IND;S
646;653;560;4,681818182;710;642;560;0,66;4,9;5,2;3;3,6;4;4,6;4,6;4,7;4,7;COM;S
818;679;740;5,881818182;830;713;775;0,64;6,7;5,6;5,7;6,4;6,2;5,2;6;5,9;6;COM;S
710;626;587;4,172727273;594,5;624;592;0,4;3,9;4,2;3,5;4;2,9;1,7;4;3,5;3,8;COM;V
710;602;670;4,290909091;604,5;626;680;0,36;4,1;2,5;4,5;4,5;3,3;3,4;4;3,2;3,6;COM;V
616;728;686;5,181818182;760;699;691;0,76;6,1;6,3;5,2;5,4;4,7;3,2;6;4,4;5,2;COM;S
598;712;711;5,65;810;701;763;0,92;5,3;5,7;5,4;5,1;5,3;5,2;5,7;5,3;5,5;IND;S
636;668;620;4,183333333;620;654;633;0,64;4,3;3,2;4;4,8;5,5;2,9;4,2;4;4,1;IND;S
598;737;639;5,158333333;760;686;661;0,78;5,8;5,7;4,2;6,5;4,5;4;5,4;5,3;5,4;IND;S
574;679;738;5,263636364;770;680;850;0,64;5,3;5,6;5,8;5,6;5,6;5,1;5,8;4,9;5,4;COM;V
613;701;599;5,166666667;760;661;609;0,72;5,8;5,8;4,4;4,6;4,4;4,2;5,2;4,6;4,9;IND;S
646;704;589;4,236363636;594,5;673;589;0,68;4,2;4,9;3,4;4,9;4,3;1,9;4;3,2;3,6;COM;S
546;685;585;5,125;750;643;585;0,74;5,4;5,8;5,2;6;5,7;4,8;4,9;5,6;5,3;IND;S
450;658;593;4,741666667;710;608;621;0,5;1,7;3,3;3;3,4;3,6;4,4;4;4,3;4,2;IND;V
657;653;605;3,963636364;487,3;638;605;0,68;3,6;4,6;5,1;4,4;3,8;4,4;3,6;3,8;3,7;COM;S
606;719;589;5,225;760;675;589;0,8;5,8;5,3;4,6;5,1;5,8;4,8;5,6;5,1;5,4;IND;S
729;704;645;5,836363636;820;691;656;0,78;6,5;6,7;6,8;6,9;5,2;5,5;6,7;6;6,4;COM;S
633;589;633;3,283333333;410;609;678;0,36;2,3;1,6;2,9;2,6;2,8;2,7;2,3;2,1;2,2;IND;V
;;;4,372727273;680;;;0,46;2,1;4,6;3,6;3,1;4,7;3,5;4;4,1;4,1;COM;S
607;719;651;4,283333333;630;685;666;0,76;2,9;4,7;1,6;5,5;4,8;4,9;4,3;4,7;4,5;IND;S
546;685;659;4,881818182;730;654;663;0,52;5,5;5,1;4,6;5,6;4,5;4,2;4,9;5,1;5;COM;V
598;728;653;4,591666667;700;699;653;0,9;6;6,3;3,4;2,9;4,4;4,1;5,5;4;4,8;IND;S
639;701;629;4,825;720;679;641;0,8;;;;5,5;4,8;3;;5,1;5,1;IND;S
636;728;629;5,781818182;820;699;641;0,72;6,3;7;5,1;6,6;5,8;5,5;6,2;6;6,1;COM;V
492;639;603;4,636363636;656,4;610;609;0,28;6;4,3;3,6;5,9;4,3;5,1;4,4;5,2;4,8;COM;V
669;668;564;3,9;470;645;564;0,58;3;4,2;3,6;2,8;5,2;3,6;3,2;3,4;3,3;IND;S
710;712;682;5,366666667;780;706;744;0,88;5,3;6;5;6,3;5;4,5;5,7;5,5;5,6;IND;S
;;;4,8;720;;;0,66;4,4;5,2;3,6;5;3,8;4,1;4,5;4,2;4,4;COM;S
591;617;633;4,063636364;540,9;621;661;0,42;3,5;4,5;4;3,4;3,8;3,2;4,3;3,5;3,9;COM;V
568;704;665;4,758333333;720;677;678;0,92;3,8;6;3,5;2,9;4,8;3,8;5;4,5;4,8;IND;S
626;794;678;5,6;800;747;715;0,86;5,8;6,4;4,1;6;6;3;5,8;5,2;5,5;IND;S
681;685;639;3,733333333;490;665;639;0,64;4;4;2;1,8;3,6;1,2;3,3;2,3;2,8;IND;S
729;728;526;4,436363636;636,4;690;526;0,78;4;4,9;4,1;;;;4;;4;COM;S
505;685;631;4,616666667;660;656;631;0,8;4,8;4,6;2,8;5,8;4,8;3,7;4,9;4,1;4,5;IND;S
669;648;639;5,109090909;750;648;639;0,52;4,6;4,2;4,2;6,1;4,8;4,3;4,5;4,8;4,7;COM;V
616;685;740;4,516666667;650;693;797;0,6;5;5;4,2;5,5;4,9;4,1;4,6;4,4;4,5;IND;V
710;673;688;5,566666667;800;682;711;0,74;5,5;5,6;4,7;5,7;5,9;4,8;5,1;5,5;5,3;IND;V
657;668;631;4,9;730;662;645;0,82;4,7;5,8;4,3;4,2;5,3;4;4,6;4,2;4,4;IND;S
646;639;732;4,75;680;666;850;0,62;5,7;6;5,9;4,3;5,1;5,1;5,7;4,5;5,1;IND;S
710;658;704;5,063636364;750;681;734;0,8;6,4;5,1;4,7;6,1;4,7;2,8;5;4,5;4,8;COM;S
607;704;579;3,825;540;662;579;0,78;4,5;4,7;1,4;4,4;5,4;3;4,6;4,3;4,5;IND;S
591;728;645;4,463636364;624,5;692;658;0,8;3,7;4,6;3,3;4,8;3,3;4,6;4;3,5;3,8;COM;S
626;663;661;4,872727273;730;662;694;0,54;5,5;5;4,1;5,4;4,8;4,4;4,9;4,4;4,7;COM;S
616;635;665;4,608333333;660;641;671;0,66;3,2;5,6;4;3,8;4;4;4,9;4;4,5;IND;V
;;;5,981818182;840;687;;0,64;6,7;6,2;6,7;6,4;6,3;4,6;6,4;6;6,2;COM;V
613;695;670;5,358333333;780;679;688;0,82;4,6;6,2;3;4,5;5,8;3,6;4,6;5,5;5,1;IND;V
607;685;702;5,709090909;810;684;744;0,96;7;7;7;6;5,3;5,2;7;5,4;6,2;COM;S
681;737;633;5,354545455;780;724;792;0,82;6,5;4,8;3,6;5,4;5,3;4,3;4,6;5,3;5;COM;S
694;756;509;4,845454545;720;690;509;0,82;4,6;6,4;4,6;5,9;5,4;3,7;4,8;5,5;5,2;COM;S
657;691;594;4,316666667;670;675;719;0,68;4;3,6;3;3,6;4,6;3,6;4;4;4;IND;S
;;;5,991666667;840;718;;0,92;5,9;6,4;6,4;4,7;6;3,8;6,3;5,6;6;IND;S
669;737;777;6,245454545;860;732;813;0,84;6,2;7;6,8;6,9;5,8;6,1;6,8;6,3;6,6;COM;V
606;630;682;4,545454545;690;642;704;0,38;2,6;6,2;5;4,4;5,1;3,3;4,3;4;4,2;COM;V
626;719;612;4,583333333;700;678;612;0,78;3,3;4,4;4,6;4,6;5,8;3,2;5,3;4,1;4,7;IND;S
626;712;645;5,936363636;830;687;661;0,9;6,3;5,8;7;6,7;6,3;6;6,5;6,1;6,3;COM;S
560;668;532;3,754545455;510,9;616;532;0,58;3,1;4,4;2,8;4,2;3,6;3;4;3,3;3,7;COM;S
;;;4,625;660;620;;0,6;2,8;5,1;4,2;4,5;4,2;3,3;4,1;4;4,1;IND;S
582;658;589;4,67;670;635;612;0,68;4,8;4,6;3,1;5,8;5,3;3,3;4;4,1;4,1;IND;V
729;644;550;4,658333333;710;645;559;0,64;3,7;4,3;4,4;3,5;4,8;4,1;4,3;4;4,2;IND;V
;;;4,809090909;720;;;0,4;1,9;5,5;5,7;3,2;4,7;4,2;4,7;4,9;4,8;COM;V
591;756;680;6,4;880;718;700;0,94;6,8;6,6;6,7;7;6,7;5,8;6,7;6,5;6,6;IND;S
598;668;706;5,072727273;750;671;723;0,74;6,2;5,1;6;3,3;4,9;3,6;5,8;4,6;5,2;COM;S
607;719;641;5,390909091;780;684;661;0,78;6,3;5,2;5,4;6,8;4,8;4,5;5,6;5,1;5,4;COM;S
582;673;651;4,908333333;730;659;679;0,5;4,3;6,8;4,9;5,1;4,7;4,6;5,4;4,5;5;IND;S
755;712;719;6,2;860;731;766;0,88;6,4;6,3;6,7;6,9;5,7;5,8;6,5;6,2;6,4;COM;V
546;648;622;4,683333333;710;629;628;0,56;5,2;3,8;4,1;2,9;5,1;4,1;4,4;4;4,2;IND;V
568;719;591;4,109090909;562,7;671;591;0,72;6,3;4,4;2,8;6,1;4,2;3,1;4,4;4;4,2;COM;S
591;673;696;5,175;760;671;724;0,74;3,5;6;4,7;4,8;5,4;4,8;5,4;5,3;5,4;IND;S
694;719;542;3,472727273;437,3;660;542;0,7;3,7;2;1,4;3,6;2,5;4,9;2,2;3;2,6;COM;S
694;685;622;4;596,4;685;622;0,8;4,6;4,8;4,6;6,1;4,2;2,1;4;4,4;4,2;COM;S
;;;5,218181818;760;;;0,58;4;6,2;5,4;;;;5;;5;IND;V
616;685;480;5,1;710;636;480;0,72;5,5;5,2;4,6;5,9;4,6;4,1;4,9;4,7;4,8;IND;V
636;679;560;4,758333333;660;649;560;0,72;3,5;3,5;4,1;1,9;4,4;2,4;4,4;3,5;4;IND;S
657;668;659;5,1;750;664;668;0,72;6,7;6,9;4,2;;;;5,9;;5,9;COM;V
582;673;599;3,05;350;658;735;0,74;4,2;3,3;2,6;1,5;2,3;1,6;3,2;1,4;2,3;IND;S
669;578;693;4,690909091;710;630;790;0,2;3,5;2,7;2,5;3,6;3,5;3,8;4;4,2;4,1;COM;V
560;663;665;3,375;420;653;753;0,7;2,5;3,9;;2,8;4;2,5;2,6;3,3;3;IND;S
591;663;717;4,5;690;675;750;0,8;4,7;5,2;3,5;3,4;5,5;4,4;4;4,2;4,1;IND;S
;;;3,781818182;467,3;661;;0,68;5;3,3;1,4;3,8;2;1,6;3,1;2,6;2,9;COM;S
657;685;738;5,727272727;810;694;760;0,74;6,5;5;7;4,6;6,1;6,4;6,3;5,6;6;COM;S
646;719;605;5,141666667;750;686;641;0,84;5,9;5;5,3;4,1;4,5;4,4;5,5;4,4;5;IND;S
539;648;674;5,072727273;750;633;701;0,6;6,4;6,3;6;5,4;5,3;3,7;6,3;4,8;5,6;COM;V
552;626;678;4,409090909;680;628;744;0,62;4;5,4;4,7;5;4,4;3,6;4,2;4,7;4,5;COM;V
616;704;603;3,9;530;671;615;0,58;4,5;3,1;3,6;3,6;3,4;2,5;4,5;3,3;3,9;IND;S
646;704;674;3,533333333;430;687;719;0,7;2,2;2,9;3;2,7;3,2;2,2;2,8;3;2,9;IND;S
694;673;612;5,318181818;770;662;616;0,84;6,9;6,9;2,9;6;5,7;4,8;5,2;4,9;5,1;COM;S
574;673;789;5,263636364;770;691;844;0,7;5,1;5;5,7;5,2;5,5;4,1;5,2;4,9;5,1;COM;S
568;691;612;3,390909091;383,6;667;612;0,62;3,8;2,5;1,2;3,6;2,8;3;2;2,9;2,5;COM;S
755;756;762;5,9;830;760;850;0,88;6;6,8;5,4;6,4;5,8;5,1;6,3;5,9;6,1;IND;V
669;663;614;5,581818182;800;654;614;0,64;5,2;5,8;6;5;4,8;4,1;5,4;5,2;5,3;COM;S
;;;4,766666667;720;;;0,48;2,2;4;3,5;4,4;4,8;4,3;4,2;4,2;4,2;IND;S
